"Tipo de Gestion","Modalidad","Número","Año","Objeto","Descripción","Rubros|SubRubros","Moneda del pliego","Monto Original","Organismo Licitante","Organismos Comitentes","Fecha y Hora de Apertura","Lugar de Apertura","Moneda del pliego","Valor del Pliego   ","Expedientes","Enlaces Documentacion","Estado de la Gestion","Fecha de Último Estado"
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"“ACUEDUCTO GRAN ROSARIO - ETAPA II” - PROVINCIA DE SANTA FE.","EN EL MARCO DEL SISTEMA PROVINCIAL DE ACUEDUCTOS DISEÑADO POR EL GOBIERNO DE LA PROVINCIA DE SANTA FE, SE HA DECIDIDO CONTINUAR CON LA EJECUCIÓN DE LA SEGUNDA ETAPA DEL ACUEDUCTO GRAN ROSARIO, OBRA QUE PERMITIRÁ REALIZAR UN MEJORAMIENTO INTEGRAL DEL ABASTECIMIENTO DE AGUA POTABLE A LA CIUDAD DE ROSARIO LLEGANDO A SUS BARRIOS PERIFÉRICOS Y ADEMÁS, REFORZAR EL ABASTECIMIENTO DE TODO EL GRAN ROSARIO, ES DECIR A LAS POBLACIONES DE RICARDONE, TIMBÚES, PUERTO GENERAL SAN MARTÍN, SAN LORENZO, FRAY LUIS BELTRÁN, CAPITÁN BERMÚDEZ, GRANADERO BAIGORRIA, IBARLUCEA, FUNES, VILLA GOBERNADOR GÁLVEZ, ROLDÁN Y PÉREZ. LA OBRA LICITADA INCLUYE: SECCIÓN 1.- AMPLIACIÓN DE UN MÓDULO COMPLETO DE TRATAMIENTO DE LA PLANTA POTABILIZADORA BAIGORRIA;  SECCIÓN 2.- CONTINUACIÓN DEL ACUEDUCTO GRAN ROSARIO A LO LARGO DE LA AV. DE CIRCUNVALACIÓN HASTA LA AV. PROVINCIAS UNIDAS Y;  SECCIÓN 3.- CONSTRUCCIÓN DE UNA CISTERNA CON SISTEMA DE BOMBEO E IMPULSIÓN EN EL PREDIO UBICADO EN AV. PROVINCIAS UNIDAS AL 3900; LA LICITACIÓN SE EFECTUARÁ CONFORME A LOS PROCEDIMIENTOS ESTABLECIDOS EN LA LEY DE OBRAS PÚBLICAS DE LA PROVINCIA DE SANTA FE Y ESTÁ ABIERTA A LICITANTES DE TODOS LOS PAÍSES, SEGÚN SE DEFINEN EN LOS DOCUMENTOS DE LICITACIÓN. EN PARTICULAR CADA OFERENTE DEBERÁ INCLUIR NECESARIAMENTE COMO PARTE DE SU OFERTA EL FINANCIAMIENTO TOTAL O PARCIAL DE LA OBRA LICITADA, QUE NO PODRÁ SER INFERIOR AL 70% DEL MONTO COTIZADO, SIENDO EL PLAZO DE AMORTIZACIÓN MÍNIMO DE 7 AÑOS, CONSTITUYENDO LA OFERTA ECONÓMICA Y LA PROPUESTA DE FINANCIAMIENTO, UNA PROPUESTA ÚNICA E INESCINDIBLE. LA UNIDAD DE GESTIÓN (UG) CREADA POR DECRETO Nº 1366/15 DEPENDIENTE DE LOS MINISTERIOS DE INFRAESTRUCTURA Y TRANSPORTE Y DE ECONOMÍA, INVITA A LOS LICITANTES A PRESENTAR OFERTAS SELLADAS PARA LA REALIZACIÓN DE LA OBRA “ACUEDUCTO GRAN ROSARIO – ETAPA II” - PROVINCIA DE SANTA FE, QUE SERÁ CONTRATADA BAJO EL SISTEMA DE UNIDAD DE MEDIDA Y PRECIO UNITARIO CON REDETERMINACIÓN DE PRECIOS.","CONSTRUCCIONES/CONSTRUCCIONES CIVILES","PESOS","1143188853,18","MINISTERIO DE ECONOMÍA - UNIDAD EJECUTORA PROVINCIAL - UEP","MINISTERIO DE ECONOMÍA - UNIDAD EJECUTORA PROVINCIAL - UEP","25-09-2018 10:00 hs.","SALÓN BLANCO DE LA CASA DE GOBIERNO, CALLE 3 DE FEBRERO Nº 2649, CIUDAD DE SANTA FE - PROVINCIA DE SANTA FE- REPÚBLICA ARGENTINA.","PESOS","EL DOCUMENTO DE LICITACIÓN SE ENCUENTRA DISPONIBLE HASTA LA FECHA LÍMITE DE PRESENTACIÓN DE LAS PROPUESTAS, POR LO CUAL LOS LICITANTES INTERESADOS PODRÁN DISPONER SIN CARGO DE UN JUEGO COMPLETO DEL MISMO, EN MEDIO MAGNÉTICO, EN LAS OFICINAS DE LA UNIDAD DE GESTIÓN (UG), SITA EN CALLE AV. ARTURO ILLIA Nº 1151, 8VO.PISO, EDIFICIO GUBERNAMENTAL, DE LA CIUDAD DE SANTA FE (C.P. 3000), TELÉFONOS: 00 54 342  4506863/5 Y/O EN EL PORTAL WEB OFICIAL DE LA PROVINCIA DE SANTA FE. SE PODRÁ SOLICITAR INFORMACIÓN ADICIONAL EN LA UNIDAD DE GESTIÓN (UG) Y/O EN LA PÁGINA WEB DE LA PROVINCIA: WWW.SANTAFE.GOV.AR Y ADEMÁS SE PODRÁN CONSULTAR LOS DOCUMENTOS DE LICITACIÓN DE 8:00 A 13:00 HS. EN LA MESA DE ENTRADAS DE LA UEP, AV. PTE. ARTURO ILLIA Nº 1151, 8VO. PISO - (C.P. 3000) SANTA FE, TEL/FAX: 00 54 342  4506863/5 - EMAIL: UEPSANTAFE@SANTAFE.GOV.AR.","00301-0069332-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121093&contar=1&solodocs=1","PARA APERTURA","07-06-2018 11:35 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"PROVISION DE MATERIALES Y MANO DE OBRA NECESARIOS PARA LA EJECUCION DE LA SALA DE TOMAGRAFIA Y LOCALES ANEXOS DEL HOSPITAL SAMCO TOSTADO DR. ALFREDO ROSETANI.","ESTE PROYECTO CORRESPONDE A LA DIRECCIÓN GENERAL DE RECURSOS FÍSICOS Y CONSTRUCCIONES HOSPITALARIAS DEPENDIENTE DE LA DIRECCIÓN PROVINCIAL DE ARQUITECTURA E INGENIERÍA EN SALUD DEL MINISTERIO DE SALUD DE LA PROVINCIA DE SANTA FE,   SEGÚN ESPECIFICACIONES ESTABLECIDAS EN LOS ANEXOS ADJUNTOS.-  EL CONCEPTO DE LOS TRABAJOS ES DE OBRA TERMINADA, LISTA PARA USAR. EL SISTEMA DE CONTRATACIÓN ES PRECIO GLOBAL, AJUSTE ALZADO, SEGÚN LO DISPUESTO EN LA LEY PROVINCIAL Nº 12.046 Y SUS DECRETOS REGLAMENTARIOS NROS. 3.599/02 Y 3.873/02.- LAS OBRAS A COTIZAR COMPRENDEN LA CONSTRUCCIÓN DE LA TOTALIDAD DE LAS OBRAS DE ARQUITECTURA Y DE LAS INSTALACIONES Y ESTRUCTURAS QUE LE SON PROPIAS, A FIN DE MATERIALIZAR EL OBJETO DE ESTE LLAMADO LICITATORIO, CON SUJECIÓN A LA DOCUMENTACIÓN ELABORADA POR LA DIRECCIÓN PROVINCIAL DE ARQUITECTURA E INGENIERÍA EN SALUD. ELEMENTOS QUE CONSTITUYEN EL PROYECTO: LAS OBRAS SE EJECUTARÁN DE ACUERDO A LAS CARACTERÍSTICAS ARQUITECTÓNICAS Y CONSTRUCTIVAS QUE SE DETALLAN EN LOS PLANOS Y ESPECIFICACIONES TÉCNICAS QUE INTEGRAN LA PRESENTE.   VISITA DE OBRA OBLIGATORIA: VIERNES 22 DE JUNIO DE 2018 - 10:00HS. ","CONSTRUCCIONES/OBRAS","PESOS","4085955,35","HOSPITAL SAMCO DE TOSTADO","HOSPITAL SAMCO DE TOSTADO","10-07-2018 09:00 hs.","OFINA DE COMPRAS HOSPITAL SAMCO TOSTADO DR. ALFREDO ROSETANI. DIRECCION VUELTA DE OBLIGADO Y RUTA 2.","PESOS","1.634,38",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121126&contar=1&solodocs=1","EN TRAMITE","10-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"ADQUISICIÓN DE DOS (2) EQUIPOS DE LABORATORIO CON DESTINO A LA AGENCIA SANTAFESINA DE SEGURIDAD ALIMENTARIA",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS-UTILES-INSUMOS PARA LABORATORIO","PESOS",5328000,"AGENCIA SANTAFESINA DE SEGURIDAD ALIMENTARIA","AGENCIA SANTAFESINA DE SEGURIDAD ALIMENTARIA","25-07-2018 10:00 hs.","AGENCIA SANTAFESINA DE SEGURIDAD ALIMENTARIA - FRANCIA 2690 - CIUDAD DE SANTA FE","PESOS","$  550","15601-0002930-1","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121181&contar=1&solodocs=1","EN TRAMITE","25-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"COBERTURA DE SEGURO PARA VEHICULOS OFIOCIALES DE PROPIEDAD DEL TRIBUNAL DE CUENTAS DE LA PROVINCIA DE SANTA FE","COBERTURA DE SEGURO PARA VEHICULOS OFIOCIALES DE PROPIEDAD DEL TRIBUNAL DE CUENTAS DE LA PROVINCIA DE SANTA FE","OTROS SERVICIOS/SERVICIOS VARIOS","PESOS",1321375,"TRIBUNAL DE CUENTAS","TRIBUNAL DE CUENTAS","27-07-2018 09:00 hs.","SAN JERÓNIMO 1850 - D.G.A. - COORDINACIÓN GENERAL DE SERVICIOS CENTRALES Y  CONTRATACIÓN","PESOS","$  47.76","00901-0083822-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121189&contar=1&solodocs=1","EN TRAMITE","27-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"CONTRATACIÓN DE UN SERVICIO DE LIMPIEZA PARA EL HOSPITAL “JULIO CÉSAR VILLANUEVA” DE SAN CRISTÓBAL",,"SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/SERVICIO DE LIMPIEZA","PESOS",2358144,"HOSPITAL SAMCO DE SAN CRISTÓBAL","HOSPITAL SAMCO DE SAN CRISTÓBAL","09-08-2018 09:00 hs.","OFICINA DE REUNIONES DEL S.A.M.CO. SAN CRISTÓBAL","PESOS","$  943,26","00501-0161327-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121233&contar=1&solodocs=1","EN TRAMITE","09-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"CONTRATAR EL SERVICIO DE LIMPIEZA CON DESTINO A LA CAMARA DE DIPUTADOS Y OTROS ANEXOS DEPENDIENTES DE LA MISMA.",,"SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/SERVICIO DE LIMPIEZA","PESOS",1200000,"CÁMARA DE DIPUTADOS","CÁMARA DE DIPUTADOS","13-08-2018 11:00 hs.","SECRETARIA ADMINISTRATIVA - CAMARA DE DIPUTADOS","PESOS","$  360.- (PESOS TRESCIENTOS SESENTA).",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121257&contar=1&solodocs=1","EN TRAMITE","13-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"ADQUISICIÓN DE APARATOS PARA EQUIPAR LABORATORIO EN EL HOSPITAL DE HUMBERTO 1º","CONTADOR HEMATOLOGICO, ESTUFA DE CULTIVO, CENTRIFUGA, AGITADOR, BAÑO TERMOSTATIZADO, MICROPIPETAS AUTOMÁTICAS, ANALIZADOR HEMATOLOGICO, ANALIZADOR DE IONES, ESTUFA DE ESTERILIZACIÓN.-","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS-UTILES-INSUMOS PARA LABORATORIO","PESOS",1008,"HOSPITAL SAMCO DE HUMBERTO PRIMERO","HOSPITAL SAMCO DE HUMBERTO PRIMERO","23-08-2018 09:00 hs.","SAMCO HUMBERTO 1º","PESOS"," $  1.008,500",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121277&contar=1&solodocs=1","EN TRAMITE","23-08-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"ADQUISICIÓN EQUIPOS DE  LABORATORIO","ADQUISICIÓN EQUIPOS DE LABORATORIO","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS-UTILES-INSUMOS PARA LABORATORIO","PESOS",1195500,"HOSPITAL SAMCO DE SANTO TOME","HOSPITAL SAMCO DE SANTO TOME","05-09-2018 09:00 hs.","SAMCO SANTO TOME - AZCUÉNAGA 3550 - SANTO TOME","PESOS","$  478.20 ",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121423&contar=1&solodocs=1","EN TRAMITE","05-09-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","1",2018,"ADQUISICIÓN DE EQUIPOS DE LABORATORIO PARA DETERMINACIONES FISICOQUÍMICAS, METALES PESADOS Y PARÁMETROS DE FLUOR DESTINADOS AL LABORATORIO DEL ENRESS EN LA CIUDAD DE SANTA FE SEGUN ESPECIFICACIONES TECNICAS ESTIPULADAS EN EL CAPITULO 9 DEL PRESENTE PLIEGO","ADQUISICIÓN DE UN ESPECTROFOTÓMETRO DE ABSORCIÓN ATÓMICA, UN ESPECTROFOTOMETRO UV-VIS Y UN MEDIDOR MULTIPARAMETRICO PARA EL LAB. DEL ENRESS EN LA CIUDAD DE SANTA FE.","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS QUIMICOS PARA LABORATORIO|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS QUIMICOS P/TRATAMIENTO AGUAS|  EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS-UTILES-INSUMOS PARA LABORATORIO","DOLAR",162600,"ENTE REGULADOR DE SERVICIOS SANITARIOS","ENTE REGULADOR DE SERVICIOS SANITARIOS","20-09-2018 11:00 hs.","25 DE MAYO 1951 - SANTA FE - GERENCIA DE ADMINISTRACION","DOLAR","$  1900.-","16501-0024353-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121424&contar=1&solodocs=1","PARA APERTURA","04-09-2018 11:08 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE ARTÍCULOS DE LIBRERÍA.","ADQUISICIÓN DE ARTÍCULOS DE LIBRERÍA.","LIBRERIA/ARTICULOS DE LIBRERIA","PESOS","233787,47","HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","05-01-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN, AV. FREYRE Nº 2150, 1º PISO, SANTA FE.","PESOS","$  94,00.-","3935/2017","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120570&contar=1&solodocs=1","EN TRAMITE","05-01-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"CTRO DE PEDIDO: SUMINISTROS-PAÑALES","PAÑALES ADULTOS Y PEDIATRICOS","PRODUCTOS, ELEMENTOS DE LIMPIEZA E HIGIENE PERSONAL/ELEMENTOS DE HIGIENE PERSONAL|  ARTICULOS DE PERFUMERIA/ARTICULOS DE PERFUMERIA","PESOS",200000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","05-01-2018 11:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS OCHENTA CON 00/100 ($ 80.-)","3925/2017","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120573&contar=1&solodocs=1","CONCLUIDA","16-03-2018 16:54 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DEMMEDICAMENTOS","LIC. PRIV. N°01/2018","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",200000,"HOSPITAL SAMCO DE SAN JUSTO","HOSPITAL SAMCO DE SAN JUSTO","04-01-2018 08:30 hs.","ADMINISTRACIÓN-COMPRAS-ITALIA 2865-SAMCO SAN JUSTO","PESOS","200",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120578&contar=1&solodocs=1","CONCLUIDA","27-02-2018 12:54 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"""ADQUISICION DE INSUMOS DESTINO TRAUMATOLOGIA I""","""ADQUISICION DE INSUMOS DESTINO TRAUMATOLOGIA I""","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPO DE TRAUMATOLOGIA Y ORTOPEDIA","PESOS",440000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","09-01-2018 10:00 hs.","OFICINA DE LICITACIONES -  HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$  180,00 (SON PESOS CIENTO OCHENTA CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120590&contar=1&solodocs=1","CONCLUIDA","21-02-2018 09:46 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICION DE MEDICACION PARA PSIQUIATRIA Y NEUROLOGIA",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES","PESOS",350000,"HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","16-01-2018 07:00 hs.","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ","PESOS","$ 140.00 PESOS CIENTO CUARENTA PESOS CON 00/100",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120594&contar=1&solodocs=1","EN TRAMITE","16-01-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUIRIR REACTIVOS E INSUMOS PARA EL SERVICIO DE HEMOTERAPIA",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPO PARA HEMOTERAPIA","PESOS",550000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","15-01-2018 10:00 hs.","OFICINA DE COMPRAS DEL HOSPITAL PROVINCIAL DE ROSARIO","PESOS","$  220.- (PESOS DOSCIENTOS VEINTE)","13/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120598&contar=1&solodocs=1","CONCLUIDA","11-06-2018 11:58 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"PROVISION DE CARTUCHOS DE TONER PARA IMPRESORAS LEXMARK MS-315, HP 4014 Y SAMSUNG ML2850 DE LA API","ITEM 1: TONER PARA IMPRESORAS LEXMARK MS-315 SOLO ORIGINALES, NUEVOS, PN 50F4H00, RENDIMIENTO DE 5.000 COPIAS AL 5% DE COBERTURA. ITEM 2: TONER PARA IMPRESORAS HP 4014 (CC 364A) NUEVOS, ORIGINALES O ALTERNATIVOS. ITEM 3: TONER PARA IMPRESORAS SAMSUNG ML2850 NUEVOS, ORIGINALES O ALTERNATIVOS.","INFORMATICA/EQUIPOS E INSUMOS DE COMPUTACION","PESOS",138850,"ADMINISTRACIÓN PROVINCIAL DE IMPUESTOS (D.G.A)","ADMINISTRACIÓN PROVINCIAL DE IMPUESTOS (D.G.A)","18-01-2018 12:00 hs.","DEPARTAMENTO DE COMPRAS Y SUMINISTROS DE LA API, AV. ARTURO ILLIA 1151, PLANTA BAJA, ALA SUR, OFICINA 4 - SANTA FE","PESOS","$    60 (PESOS SESENTA)","13301-0280723-6","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120599&contar=1&solodocs=1","CONCLUIDA","21-05-2018 11:42 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICION DE INSUMOS PARA EL SERVICIO DE COSTURERO. PARA TRES MESES Y ENTREGAS SEGUN DEMANDA DEL SERVICIO",,"ARTICULOS DE MERCERIA/ARTICULOS DE MERCERIA|  ARTICULOS DE BLANCO/ARTICULOS DE BLANCO","PESOS",67000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","05-02-2018 10:00 hs.","HOSPITAL J B ITURRASPE - BV PELLEGRINI 3551 -1° PISO - OFICINA DE COMPRAS Y SUMINISTROS","PESOS","$  260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120600&contar=1&solodocs=1","CONCLUIDA","12-03-2018 07:48 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICION DE PLACAS RADIOGRAFICAS","ADQUISICION DE PLACAS RADIOGRAFICAS","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",165000,"HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","25-01-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","$ 66.- (PESOS SESENTA Y SEIS)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120613&contar=1&solodocs=1","CONCLUIDA","16-02-2018 13:12 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE SEISCIENTOS (600) CHALECOS REFLECTIVOS TIPO PECHERA CON DESTINO A LA DIRECCION PROVINCIAL DE POLICIAS DE INTERVENCION COMUNITARIA DEPENDIENTE DEL MINISTERIO DE SEGURIDAD","ADQUISICIÓN DE SEISCIENTOS (600) CHALECOS REFLECTIVOS ","INDUMENTARIA/UNIFORMES FUERZAS DE SEGURIDAD","PESOS","200000,04","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE SEGURIDAD|  SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","22-01-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 80","00201-0183204-7","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120618&contar=1&solodocs=1","CONCLUIDA","10-05-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE MEDICAMENTOS DE ALTO COSTO ",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",312500,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","16-01-2018 09:00 hs.","COMPRAS","PESOS","125 (SON PESOS CIENTO VEINTICINCO CON 00/100)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120629&contar=1&solodocs=1","EN TRAMITE","16-01-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"SOLICITUD DE INSUMOS","LICITACION PRIVADA PARA LA SOLICITUD DE INSUMOS PARA EL SERVICIO ANATOMIA PATOLOGICA","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS","164872,25","HOSPITAL ESCUELA EVA PERÓN","HOSPITAL ESCUELA EVA PERÓN","29-01-2018 10:00 hs.","HOSPITAL ESCUELA EVA PERON  - AV. SAN MARTIN 1645  - 2152 GRANADERO BAIGORRIA - OFICINA DE COMPRAS","PESOS","$  65,95 - PESOS: SESENTA Y CINCO C/95/00","24502","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120639&contar=1&solodocs=1","CONCLUIDA","23-04-2018 10:27 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE HIERRO Y CAÑOS","ADQUISICIÓN DE HIERRO Y CAÑOS VARIOS ","MATERIALES PARA LA CONSTRUCCION/HIERRO","PESOS",400000,"INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","INSTITUTO AUTÁRQUICO PROVINCIAL DE INDUSTRIAS PENITENCIARIAS","05-02-2018 09:00 hs.","OFICINA DE COMPRAS IAPIP, BELGRANO 2421, CORONDA, SANTA FE","PESOS","160 ","12101-0004130-1","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120656&contar=1&solodocs=1","EN TRAMITE","05-02-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE 2 (DOS) UTILITARIOS",,"VEHICULOS-EMBARCACIONES-INSUMOS-REPUESTOS/VEHICULOS","PESOS",800000,"HOSPITAL SAMCO DE CERES","HOSPITAL SAMCO DE CERES","05-02-2018 09:30 hs.","ADMINISTRACIÓN HOSPITAL SAMCO CERES - AZCUENAGA Y BV. ESPAÑA CERES - SANTA FE","PESOS","$  320.00",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120662&contar=1&solodocs=1","CONCLUIDA","14-06-2018 12:30 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018," ADQUIRIR MATERIALES DESCARTABLES ","MATERIALES DESCARTABLES POR 3 (TRES) MESES ","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",200000,"HOSPITAL PROVINCIAL SAYAGO","HOSPITAL PROVINCIAL SAYAGO","08-02-2018 10:30 hs.","OFICINA DE COMPRA ","PESOS","100",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120673&contar=1&solodocs=1","EN TRAMITE","08-02-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE MEDICAMENTOS Y DESCARTABLES PARA EL SERVICIO DE FARMACIA.","ADQUISICIÓN DE MEDICAMENTOS Y DESCARTABLES PARA EL SERVICIO DE FARMACIA.","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",600000,"HOSPITAL SAMCO DE SAN JORGE","HOSPITAL SAMCO DE SAN JORGE","07-02-2018 09:00 hs.","OFICINA DE COMPRAS SAMCO SAN JORGE","PESOS","VALOR DEL PLIEGO $ 200 ( PESOS DOSCIENTOS)","01/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120686&contar=1&solodocs=1","EN TRAMITE","07-02-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","1",2018,"ADQUISICIÓN DE 45 (CUARENTA Y CINCO) ESCRITORIOS Y 45 CUARENTA Y CINCO) SILLAS",,"MUEBLES/MUEBLES PARA OFICINA","PESOS",170100,"TRIBUNAL DE CUENTAS","TRIBUNAL DE CUENTAS","16-02-2018 09:00 hs.","COORDINACIÓN GENERAL DE SERVICIOS CENTRALES Y CONTRATACIONES - SAN JERÓNIMO 1850 - 3000 SANTA FE","PESOS","$  68,44","00901-0082845-5","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120708&contar=1&solodocs=1","CONCLUIDA","09-03-2018 09:51 hs."
