Marca temporal;Género;Indicá cuál;Edad;Ocupación principal;Indicá cuál;En el último año, tu nivel de uso:;¿Cómo evalúas el estado y mantenimiento de las bicicletas simples? ;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es regular;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es malo;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es muy malo;¿Cómo evalúas la comodidad de las bicicletas simples? ;Indicá las razones por las que considerás que la comodidad de las bicicletas es regular;Indicá las razones por las que considerás que la comodidad de las bicicletas es mala;Indicá las razones por las que considerás que la comodidad de las bicicletas es muy mala;¿Cómo evalúas el funcionamiento general de las estaciones?;Indicá las razones por las que considerás que el funcionamiento de las estaciones es regular;Indicá las razones por las que considerás que el funcionamiento de las estaciones es malo;Indicá las razones por las que considerás que el funcionamiento de las estaciones es muy malo;¿Cómo evalúas las instrucciones para el uso del sistema disponibles en cada estación?;¿En general, cómo evalúas los canales de comunicación disponibles para los usuarios del Sistema de Bicis? ;¿Has utilizado la APP (aplicación gratuita) de Mi Bici Tu Bici? ;La aplicación te ha resultado:;¿Consultas la página web de Mi Bici Tu Bici a la hora de utilizar el sistema?;De bicicletas al momento de su uso;De lugar al momento de devolver la bicicleta ;¿Qué factores te motivan a usar el Sistema de Bicis?;¿Cuál es la actividad principal que motiva tus viajes en el sistema? ;¿Cuál era el principal modo de transporte que utilizabas antes para realizar los viajes que hacés ahora en bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;En una escala de 0 a 10 ¿Cómo valorás el grado de utilidad que tiene para vos el servicio de bicicletas públicas?;En una escala de 0 a 10 ¿Cuál es tu nivel de satisfacción general en relación al servicio?;¿Cuál es la razón principal por la que disminuiste la frecuencia de uso de las bicis públicas o dejaste de usarlas? ;Elija la razón principal a la que atribuye las deficiencias del sistema;¿En qué modo de transporte realizás ahora los viajes que antes hacías con la bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;¿Te gustaría volver a utilizar el sistema con la frecuencia que lo hacías antes?
8/7/2018 10:31:26;Masculino;;28;Trabajador en relación de dependencia;;Ha aumentado;Regular;Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Regular;Se debe pedalear mucho para avanzar, Tipo de asiento;;;Regular;Problemas para liberar la bici;;;Buenas;Buenos;Sí;Algo útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;6;6;;;;;;
8/7/2018 10:31:29;Masculino;;27;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud;La uso para todas mis actividades;Colectivo;Sí;No;7;8;;;;;;
8/7/2018 10:31:30;Masculino;;65;Jubilado/ Pensionado;;Ha sido constante;Muy bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Colectivo;No;Sí;9;9;;;;;;
8/7/2018 10:31:31;Masculino;;42;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo;Actividades sociales;Moto/ Ciclomotor;Sí;No;9;8;;;;;;
8/7/2018 10:31:34;Femenino;;27;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Hace ruido al andar;;;Buena;;;;Regular;Problemas al leer la tarjeta;;;Buenas;Buenos;Sí;Algo útil;No;No sabe/No contesta;No sabe/No contesta;Protección del ambiente;Actividades sociales;Colectivo;No;Sí;5;5;;;;;;
8/7/2018 10:31:35;Femenino;;32;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Ninguno en particular (uso distintos modos);Sí;No;Sí
8/7/2018 10:31:39;Masculino;;69;Jubilado/ Pensionado;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;Sí;No sabe/No contesta;No sabe/No contesta;Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;8;9;;;;;;
8/7/2018 10:31:43;Masculino;;34;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Regulares;No;;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;No;No;8;7;;;;;;
8/7/2018 10:31:45;Femenino;;27;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;Sí;Sí
8/7/2018 10:31:47;Femenino;;18;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;No;Sí
8/7/2018 10:32:02;Masculino;;28;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;8;8;;;;;;
8/7/2018 10:32:06;Masculino;;26;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;No;Sí;Sí
8/7/2018 10:32:10;Masculino;;24;Estudiante;;Ha sido constante;Bueno;;;;Muy buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente, Comodidad, Otro;Actividades sociales;Colectivo;Sí;No;9;7;;;;;;
8/7/2018 10:32:18;Femenino;;29;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;8;8;;;;;;
8/7/2018 10:32:22;Masculino;;39;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud;Ir/volver al trabajo;Colectivo;No;Sí;7;8;;;;;;
8/7/2018 10:32:23;Masculino;;24;Trabajador en relación de dependencia;;Ha aumentado;Regular;Neumáticos desinflados, Pedales dañados, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Colectivo;Sí;No;8;9;;;;;;
8/7/2018 10:32:31;Masculino;;39;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);No;No;10;8;;;;;;
8/7/2018 10:32:33;Masculino;;53;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);A pie;No;Sí;10;10;;;;;;
8/7/2018 10:32:35;Masculino;;45;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;Sí;No;Sí
8/7/2018 10:32:45;Masculino;;40;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;No;No;Sí
8/7/2018 10:32:54;Masculino;;30;Trabajador independiente;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Buena;;;;Bueno;;;;Buenas;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Otro;La uso para todas mis actividades;Bici propia;Sí;Sí;8;6;;;;;;
8/7/2018 10:32:57;Femenino;;27;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Ausencia o mal funcionamiento de luces, Hace ruido al andar;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Muy buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Colectivo;No;No;10;5;;;;;;
8/7/2018 10:33:01;Masculino;;42;Trabajador en relación de dependencia;;Ha sido constante;Regular;Neumáticos desinflados, Problemas para regular el asiento, No funciona el timbre, Hace ruido al andar;;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada, Tipo de asiento;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;6;6;;;;;;
8/7/2018 10:33:02;Femenino;;30;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;No;Sí;Sí
8/7/2018 10:33:03;Femenino;;22;Estudiante;;Ha sido constante;Regular;Mal funcionamiento mecánico, Falta de limpieza, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, Hace ruido al andar;;;Regular;Bici muy pesada, Tipo de asiento;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Problemas al anclar la bici;;;Regulares;Buenos;Sí;Poco útil;No;No sabe/No contesta;No sabe/No contesta;Ahorro de dinero, Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;1;4;;;;;;
8/7/2018 10:33:08;Masculino;;32;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;No;Sí;No sabe/ No contesta
8/7/2018 10:33:14;Masculino;;31;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Comodidad;Actividades sociales;Bici propia;Sí;No;8;8;;;;;;
8/7/2018 10:33:26;Masculino;;25;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, No funciona el timbre, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;No;8;6;;;;;;
8/7/2018 10:33:28;Masculino;;26;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Ninguno en particular (uso distintos modos);No;No;No sabe/ No contesta
8/7/2018 10:33:33;Masculino;;34;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Ninguno en particular (uso distintos modos);No;Sí;Sí
8/7/2018 10:33:34;Masculino;;45;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;A pie;No;No;Sí
8/7/2018 10:33:37;Femenino;;26;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, Pedales dañados, No funciona el timbre, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);Sí;Sí;9;8;;;;;;
8/7/2018 10:33:57;Femenino;;22;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/7/2018 10:34:01;Masculino;;48;Trabajador independiente;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Comodidad;Ir/volver al trabajo;Auto como conductor;Sí;No;7;7;;;;;;
8/7/2018 10:34:02;Masculino;;38;Otro;Changas;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Ahorro de dinero, Comodidad;La uso para todas mis actividades;Colectivo;No;No;6;5;;;;;;
8/7/2018 10:34:13;Masculino;;52;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Falta de disponibilidad de bicicletas o espacios para devolución;Colectivo;Sí;No;No sabe/ No contesta
8/7/2018 10:34:16;Masculino;;28;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Regular;Falta de limpieza, Neumáticos desinflados, Hace ruido al andar;;;Buena;;;;Regular;Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;No;;No;Insuficiente;Insuficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente, Comodidad;Actividades sociales;Auto como conductor;No;No;9;6;;;;;;
8/7/2018 10:34:19;Femenino;;22;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Otro;Actividades sociales;Colectivo;Sí;No;7;7;;;;;;
8/7/2018 10:34:22;Femenino;;30;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Comodidad;Uso recreativo/ deportivo (sin destino específico);Auto como acompañante;No;No;9;9;;;;;;
8/7/2018 10:34:23;Masculino;;33;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Malo;;Neumáticos desinflados, Problemas para regular el asiento;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Anclajes rotos;;;Buenas;Buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Otro;Ir a lugar de esparcimiento;Auto como conductor;Sí;No;7;7;;;;;;
8/7/2018 10:34:32;Femenino;;21;Estudiante;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Malas;Malos;Sí;Algo útil;No;Suficiente;Insuficiente;Ahorro de dinero;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);Sí;Sí;8;8;;;;;;
8/7/2018 10:34:32;Femenino;;29;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;10;7;;;;;;
8/7/2018 10:34:36;Masculino;;25;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Actividades sociales;Bici propia;No;No;5;7;;;;;;
8/7/2018 10:34:37;Femenino;;25;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Falta de disponibilidad de bicicletas o espacios para devolución;Colectivo;No;Sí;Sí
8/7/2018 10:34:40;Masculino;;42;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Regular;Diseño general deficiente;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Otro;Uso recreativo/ deportivo (sin destino específico);Bici propia;Sí;No;7;8;;;;;;
8/7/2018 10:34:40;Femenino;;40;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Ninguno en particular (uso distintos modos);No;Sí;No sabe/ No contesta
8/7/2018 10:34:43;Masculino;;41;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Hace ruido al andar, Otro;;;Muy buena;;;;Regular;Problemas para liberar la bici, Problemas al anclar la bici, Otro;;;Muy buenas;Muy buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Ninguno en particular (usaba distintos modos);Sí;No;10;8;;;;;;
8/7/2018 10:34:43;Masculino;;26;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;Sí;Sí;Sí
8/7/2018 10:34:45;Masculino;;38;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Otro;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Comodidad;Ir/volver al trabajo;Auto como conductor;Sí;Sí;8;7;;;;;;
8/7/2018 10:34:47;Masculino;;25;Estudiante;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Ahorro de dinero, Comodidad;Ir de compras/ gastronomía;Colectivo;No;Sí;9;8;;;;;;
8/7/2018 10:34:52;Femenino;;24;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Insuficiente;Ahorro de dinero;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;10;8;;;;;;
8/7/2018 10:34:53;Masculino;;37;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;No;No;Sí
8/7/2018 10:34:53;Femenino;;44;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Auto como conductor;No;No;Sí
8/7/2018 10:34:54;Masculino;;31;Trabajador en relación de dependencia;;Ha aumentado;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Ir/volver al trabajo;Colectivo;No;No;7;7;;;;;;
8/7/2018 10:35:01;Masculino;;26;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Hace ruido al andar;;;Buena;;;;Malo;;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para visualizar la pantalla, Problemas para liberar la bici, Problemas al anclar la bici, Anclajes rotos;;Buenas;Muy buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;Ninguno en particular (usaba distintos modos);Sí;Sí;8;6;;;;;;
8/7/2018 10:35:02;Masculino;;35;Trabajador independiente;;Ha sido constante;Muy malo;;;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados, No funciona el timbre;Muy mala;;;Tipo de manubrio incómodo, Bici muy pesada, Tipo de asiento, Diseño general deficiente;Muy malo;;;Estaciones frecuentemente fuera de servicio, Falta de bicis disponibles o espacios para devolución;Regulares;Muy malos;Sí;Nada útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Protección del ambiente;Otro;Auto como conductor;Sí;No;10;0;;;;;;
8/7/2018 10:35:09;Femenino;;25;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;Sí;No sabe/ No contesta
8/7/2018 10:35:10;Masculino;;38;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas al utilizar el teclado, Problemas para liberar la bici;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente, Comodidad;Ir de compras/ gastronomía;Auto como conductor;No;Sí;10;6;;;;;;
8/7/2018 10:35:10;Femenino;;42;Desocupado;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;No;;Sí;Suficiente;Suficiente;Ahorro de dinero, Comodidad;La uso para todas mis actividades;Colectivo;No;No;10;9;;;;;;
8/7/2018 10:35:11;Femenino;;24;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;No;No;Sí
8/7/2018 10:35:12;Masculino;;21;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, ya que temo sufrir un robo;;Bici propia;Sí;No;Sí
8/7/2018 10:35:12;Femenino;;23;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, ya que temo sufrir un robo;;Colectivo;Sí;No;Sí
8/7/2018 10:35:13;Masculino;;24;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Ir/volver al trabajo;A pie;Sí;No;8;8;;;;;;
8/7/2018 10:35:14;Femenino;;24;Trabajador en relación de dependencia;;Ha aumentado;Regular;Neumáticos desinflados, Problemas para regular el asiento, Hace ruido al andar;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Protección del ambiente, Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;Sí;No;10;8;;;;;;
8/7/2018 10:35:19;Femenino;;45;Desocupado;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;Sí;Sí;Sí
8/7/2018 10:35:22;Femenino;;34;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Mal estado de las bicicletas;Colectivo;No;Sí;No sabe/ No contesta
8/7/2018 10:35:28;Masculino;;24;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Comodidad;Ir/ volver de mi lugar de estudio;Colectivo;No;Sí;9;9;;;;;;
8/7/2018 10:35:32;Femenino;;41;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/7/2018 10:35:38;Femenino;;44;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;Sí;No;Sí
8/7/2018 10:35:48;Femenino;;30;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;10;8;;;;;;
8/7/2018 10:35:52;Femenino;;27;Estudiante;;Ha aumentado;Muy bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Actividades sociales;Colectivo;Sí;No;8;10;;;;;;
8/7/2018 10:35:59;Femenino;;25;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Auto como conductor;No;No;8;6;;;;;;
8/7/2018 10:36:08;Masculino;;52;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente, Comodidad;Actividades sociales;Colectivo;No;No;8;10;;;;;;
8/7/2018 10:36:25;Masculino;;42;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Regulares;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Moto/ Ciclomotor;Sí;No;8;8;;;;;;
